name	male_count	female_count	overall_count	male_ratio	female_ratio	max_ratio	predominant_gender
travis	637.0	0.0	637.0	1.0	0.0	1.0	Male
travys	64.0	0.0	64.0	1.0	0.0	1.0	Male
trayvis	40.0	0.0	40.0	1.0	0.0	1.0	Male
treasure	25.0	84.0	109.0	0.22935779816513763	0.7706422018348624	0.7706422018348624	Female
trecia	0.0	20.0	20.0	0.0	1.0	1.0	Female
trecy	0.0	673.0	673.0	0.0	1.0	1.0	Female
treicy	0.0	36.0	36.0	0.0	1.0	1.0	Female
tremeur	168.0	0.0	168.0	1.0	0.0	1.0	Male
trephine	0.0	106.0	106.0	0.0	1.0	1.0	Female
tresor	116.0	0.0	116.0	1.0	0.0	1.0	Male
tressia	0.0	147.0	147.0	0.0	1.0	1.0	Female
tressie	0.0	89.0	89.0	0.0	1.0	1.0	Female
tressy	0.0	637.0	637.0	0.0	1.0	1.0	Female
tressya	0.0	23.0	23.0	0.0	1.0	1.0	Female
trestan	28.0	0.0	28.0	1.0	0.0	1.0	Male
treveur	27.0	0.0	27.0	1.0	0.0	1.0	Male
trevis	379.0	0.0	379.0	1.0	0.0	1.0	Male
trevor	333.0	0.0	333.0	1.0	0.0	1.0	Male
trevys	86.0	0.0	86.0	1.0	0.0	1.0	Male
trey	31.0	0.0	31.0	1.0	0.0	1.0	Male
treyvis	47.0	0.0	47.0	1.0	0.0	1.0	Male
tri	53.0	0.0	53.0	1.0	0.0	1.0	Male
triana	0.0	50.0	50.0	0.0	1.0	1.0	Female
tricha	0.0	24.0	24.0	0.0	1.0	1.0	Female
tricia	0.0	421.0	421.0	0.0	1.0	1.0	Female
tricya	0.0	39.0	39.0	0.0	1.0	1.0	Female
trina	0.0	30.0	30.0	0.0	1.0	1.0	Female
trinida	0.0	21.0	21.0	0.0	1.0	1.0	Female
trinidad	0.0	307.0	307.0	0.0	1.0	1.0	Female
trinite	40.0	493.0	533.0	0.075046904315197	0.924953095684803	0.924953095684803	Female
trinity	0.0	327.0	327.0	0.0	1.0	1.0	Female
trinité	0.0	54.0	54.0	0.0	1.0	1.0	Female
triomphe	28.0	0.0	28.0	1.0	0.0	1.0	Male
trisha	0.0	55.0	55.0	0.0	1.0	1.0	Female
trissia	0.0	29.0	29.0	0.0	1.0	1.0	Female
tristan	42425.0	0.0	42425.0	1.0	0.0	1.0	Male
tristana	0.0	216.0	216.0	0.0	1.0	1.0	Female
tristane	0.0	40.0	40.0	0.0	1.0	1.0	Female
tristant	28.0	0.0	28.0	1.0	0.0	1.0	Male
trixie	0.0	44.0	44.0	0.0	1.0	1.0	Female
trong	63.0	0.0	63.0	1.0	0.0	1.0	Male
troy	73.0	0.0	73.0	1.0	0.0	1.0	Male
trudy	0.0	27.0	27.0	0.0	1.0	1.0	Female
trung	90.0	0.0	90.0	1.0	0.0	1.0	Male
truong	49.0	0.0	49.0	1.0	0.0	1.0	Male
trycia	0.0	188.0	188.0	0.0	1.0	1.0	Female
tryphene	0.0	22.0	22.0	0.0	1.0	1.0	Female
trysha	0.0	20.0	20.0	0.0	1.0	1.0	Female
tryssia	0.0	24.0	24.0	0.0	1.0	1.0	Female
trystan	1569.0	0.0	1569.0	1.0	0.0	1.0	Male
trécy	0.0	84.0	84.0	0.0	1.0	1.0	Female
trésor	58.0	0.0	58.0	1.0	0.0	1.0	Male
tréssia	0.0	24.0	24.0	0.0	1.0	1.0	Female
trévis	96.0	0.0	96.0	1.0	0.0	1.0	Male
trévor	103.0	0.0	103.0	1.0	0.0	1.0	Male
trévys	38.0	0.0	38.0	1.0	0.0	1.0	Male
tsiky	32.0	54.0	86.0	0.37209302325581395	0.627906976744186	0.627906976744186	Female
tsila	0.0	24.0	24.0	0.0	1.0	1.0	Female
tsilia	0.0	21.0	21.0	0.0	1.0	1.0	Female
tsilla	0.0	50.0	50.0	0.0	1.0	1.0	Female
tsion	44.0	0.0	44.0	1.0	0.0	1.0	Male
tsiory	36.0	0.0	36.0	1.0	0.0	1.0	Male
tsipora	0.0	303.0	303.0	0.0	1.0	1.0	Female
tsiporah	0.0	40.0	40.0	0.0	1.0	1.0	Female
tsiry	30.0	0.0	30.0	1.0	0.0	1.0	Male
tsivia	0.0	41.0	41.0	0.0	1.0	1.0	Female
tsoline	0.0	20.0	20.0	0.0	1.0	1.0	Female
tsvi	21.0	0.0	21.0	1.0	0.0	1.0	Male
ttale	20.0	0.0	20.0	1.0	0.0	1.0	Male
tu	26.0	61.0	87.0	0.2988505747126437	0.7011494252873564	0.7011494252873564	Female
tual	29.0	0.0	29.0	1.0	0.0	1.0	Male
tuan	189.0	0.0	189.0	1.0	0.0	1.0	Male
tuana	0.0	507.0	507.0	0.0	1.0	1.0	Female
tuba	0.0	339.0	339.0	0.0	1.0	1.0	Female
tudal	69.0	0.0	69.0	1.0	0.0	1.0	Male
tudi	79.0	0.0	79.0	1.0	0.0	1.0	Male
tudor	96.0	0.0	96.0	1.0	0.0	1.0	Male
tudual	53.0	0.0	53.0	1.0	0.0	1.0	Male
tudwal	32.0	0.0	32.0	1.0	0.0	1.0	Male
tudy	108.0	0.0	108.0	1.0	0.0	1.0	Male
tufan	106.0	0.0	106.0	1.0	0.0	1.0	Male
tugay	172.0	0.0	172.0	1.0	0.0	1.0	Male
tugba	0.0	696.0	696.0	0.0	1.0	1.0	Female
tugce	0.0	167.0	167.0	0.0	1.0	1.0	Female
tugdual	753.0	0.0	753.0	1.0	0.0	1.0	Male
tugra	34.0	0.0	34.0	1.0	0.0	1.0	Male
tugrul	35.0	0.0	35.0	1.0	0.0	1.0	Male
tugçe	0.0	25.0	25.0	0.0	1.0	1.0	Female
tulay	0.0	318.0	318.0	0.0	1.0	1.0	Female
tulin	0.0	202.0	202.0	0.0	1.0	1.0	Female
tuline	0.0	60.0	60.0	0.0	1.0	1.0	Female
tulio	76.0	0.0	76.0	1.0	0.0	1.0	Male
tullia	0.0	25.0	25.0	0.0	1.0	1.0	Female
tullio	90.0	0.0	90.0	1.0	0.0	1.0	Male
tuna	77.0	21.0	98.0	0.7857142857142857	0.21428571428571427	0.7857142857142857	Male
tunahan	157.0	0.0	157.0	1.0	0.0	1.0	Male
tuncay	180.0	0.0	180.0	1.0	0.0	1.0	Male
tuong	0.0	40.0	40.0	0.0	1.0	1.0	Female
tuong-vi	0.0	23.0	23.0	0.0	1.0	1.0	Female
turan	139.0	0.0	139.0	1.0	0.0	1.0	Male
turenne	292.0	43.0	335.0	0.8716417910447761	0.12835820895522387	0.8716417910447761	Male
turgay	91.0	0.0	91.0	1.0	0.0	1.0	Male
turgut	68.0	0.0	68.0	1.0	0.0	1.0	Male
turhan	25.0	0.0	25.0	1.0	0.0	1.0	Male
turkan	0.0	144.0	144.0	0.0	1.0	1.0	Female
turker	41.0	0.0	41.0	1.0	0.0	1.0	Male
turkia	0.0	26.0	26.0	0.0	1.0	1.0	Female
turquoise	0.0	29.0	29.0	0.0	1.0	1.0	Female
tuyet	0.0	63.0	63.0	0.0	1.0	1.0	Female
twiggy	0.0	55.0	55.0	0.0	1.0	1.0	Female
txema	34.0	0.0	34.0	1.0	0.0	1.0	Male
txomin	284.0	0.0	284.0	1.0	0.0	1.0	Male
ty	56.0	0.0	56.0	1.0	0.0	1.0	Male
tya	0.0	1424.0	1424.0	0.0	1.0	1.0	Female
tyago	775.0	0.0	775.0	1.0	0.0	1.0	Male
tyah	0.0	85.0	85.0	0.0	1.0	1.0	Female
tyam	272.0	0.0	272.0	1.0	0.0	1.0	Male
tyan	50.0	0.0	50.0	1.0	0.0	1.0	Male
tyana	0.0	974.0	974.0	0.0	1.0	1.0	Female
tyanah	0.0	43.0	43.0	0.0	1.0	1.0	Female
tyann	79.0	0.0	79.0	1.0	0.0	1.0	Male
tyanna	0.0	117.0	117.0	0.0	1.0	1.0	Female
tyano	89.0	0.0	89.0	1.0	0.0	1.0	Male
tyara	0.0	35.0	35.0	0.0	1.0	1.0	Female
tybalt	177.0	0.0	177.0	1.0	0.0	1.0	Male
tybo	160.0	0.0	160.0	1.0	0.0	1.0	Male
tychique	25.0	0.0	25.0	1.0	0.0	1.0	Male
tycia	0.0	94.0	94.0	0.0	1.0	1.0	Female
tydian	67.0	0.0	67.0	1.0	0.0	1.0	Male
tydiane	134.0	0.0	134.0	1.0	0.0	1.0	Male
tydjane	22.0	0.0	22.0	1.0	0.0	1.0	Male
tyfaine	0.0	201.0	201.0	0.0	1.0	1.0	Female
tyfanie	0.0	155.0	155.0	0.0	1.0	1.0	Female
tyfannie	0.0	24.0	24.0	0.0	1.0	1.0	Female
tyfen	0.0	74.0	74.0	0.0	1.0	1.0	Female
tyfene	0.0	117.0	117.0	0.0	1.0	1.0	Female
tyfenn	0.0	437.0	437.0	0.0	1.0	1.0	Female
tyffaine	0.0	81.0	81.0	0.0	1.0	1.0	Female
tyffanie	0.0	224.0	224.0	0.0	1.0	1.0	Female
tyffany	0.0	53.0	53.0	0.0	1.0	1.0	Female
tyffen	0.0	129.0	129.0	0.0	1.0	1.0	Female
tyffene	0.0	31.0	31.0	0.0	1.0	1.0	Female
tyffenn	0.0	20.0	20.0	0.0	1.0	1.0	Female
tyfène	0.0	41.0	41.0	0.0	1.0	1.0	Female
tygan	53.0	0.0	53.0	1.0	0.0	1.0	Male
tygane	25.0	0.0	25.0	1.0	0.0	1.0	Male
tyha	0.0	63.0	63.0	0.0	1.0	1.0	Female
tyham	61.0	0.0	61.0	1.0	0.0	1.0	Male
tyhana	0.0	41.0	41.0	0.0	1.0	1.0	Female
tyhia	0.0	45.0	45.0	0.0	1.0	1.0	Female
tyla	0.0	54.0	54.0	0.0	1.0	1.0	Female
tylan	664.0	0.0	664.0	1.0	0.0	1.0	Male
tylane	0.0	70.0	70.0	0.0	1.0	1.0	Female
tylann	114.0	0.0	114.0	1.0	0.0	1.0	Male
tyler	2850.0	32.0	2882.0	0.9888965995836225	0.011103400416377515	0.9888965995836225	Male
tylia	0.0	534.0	534.0	0.0	1.0	1.0	Female
tyliam	65.0	0.0	65.0	1.0	0.0	1.0	Male
tylian	1203.0	0.0	1203.0	1.0	0.0	1.0	Male
tyliana	0.0	86.0	86.0	0.0	1.0	1.0	Female
tyliane	23.0	0.0	23.0	1.0	0.0	1.0	Male
tyliann	350.0	0.0	350.0	1.0	0.0	1.0	Male
tyliano	107.0	0.0	107.0	1.0	0.0	1.0	Male
tylio	2288.0	0.0	2288.0	1.0	0.0	1.0	Male
tyller	32.0	0.0	32.0	1.0	0.0	1.0	Male
tyllia	0.0	23.0	23.0	0.0	1.0	1.0	Female
tyllian	59.0	0.0	59.0	1.0	0.0	1.0	Male
tylor	25.0	0.0	25.0	1.0	0.0	1.0	Male
tyloé	27.0	0.0	27.0	1.0	0.0	1.0	Male
tym	139.0	0.0	139.0	1.0	0.0	1.0	Male
tymael	62.0	0.0	62.0	1.0	0.0	1.0	Male
tymao	111.0	0.0	111.0	1.0	0.0	1.0	Male
tymaé	123.0	0.0	123.0	1.0	0.0	1.0	Male
tymaë	116.0	0.0	116.0	1.0	0.0	1.0	Male
tymaël	332.0	0.0	332.0	1.0	0.0	1.0	Male
tymea	0.0	56.0	56.0	0.0	1.0	1.0	Female
tymeo	1508.0	0.0	1508.0	1.0	0.0	1.0	Male
tymo	27.0	0.0	27.0	1.0	0.0	1.0	Male
tymon	63.0	0.0	63.0	1.0	0.0	1.0	Male
tymote	63.0	0.0	63.0	1.0	0.0	1.0	Male
tymoteusz	34.0	0.0	34.0	1.0	0.0	1.0	Male
tymothe	163.0	0.0	163.0	1.0	0.0	1.0	Male
tymothee	40.0	0.0	40.0	1.0	0.0	1.0	Male
tymothé	158.0	0.0	158.0	1.0	0.0	1.0	Male
tymothée	30.0	0.0	30.0	1.0	0.0	1.0	Male
tymoté	87.0	0.0	87.0	1.0	0.0	1.0	Male
tyméa	0.0	94.0	94.0	0.0	1.0	1.0	Female
tymého	39.0	0.0	39.0	1.0	0.0	1.0	Male
tymélia	0.0	20.0	20.0	0.0	1.0	1.0	Female
tyméo	4123.0	0.0	4123.0	1.0	0.0	1.0	Male
tymëo	115.0	0.0	115.0	1.0	0.0	1.0	Male
tyna	0.0	221.0	221.0	0.0	1.0	1.0	Female
tynael	29.0	0.0	29.0	1.0	0.0	1.0	Male
tynaël	67.0	0.0	67.0	1.0	0.0	1.0	Male
tyno	427.0	0.0	427.0	1.0	0.0	1.0	Male
tynoé	21.0	0.0	21.0	1.0	0.0	1.0	Male
tynéo	47.0	0.0	47.0	1.0	0.0	1.0	Male
tyo	47.0	0.0	47.0	1.0	0.0	1.0	Male
typhaine	23.0	4884.0	4907.0	0.004687181577338496	0.9953128184226615	0.9953128184226615	Female
typhanie	0.0	1322.0	1322.0	0.0	1.0	1.0	Female
typhen	21.0	125.0	146.0	0.14383561643835616	0.8561643835616438	0.8561643835616438	Female
typhene	0.0	188.0	188.0	0.0	1.0	1.0	Female
typhenn	0.0	129.0	129.0	0.0	1.0	1.0	Female
typhène	0.0	63.0	63.0	0.0	1.0	1.0	Female
tyra	0.0	135.0	135.0	0.0	1.0	1.0	Female
tyreek	23.0	0.0	23.0	1.0	0.0	1.0	Male
tyreese	94.0	0.0	94.0	1.0	0.0	1.0	Male
tyrell	45.0	0.0	45.0	1.0	0.0	1.0	Male
tyrese	172.0	0.0	172.0	1.0	0.0	1.0	Male
tyrick	134.0	0.0	134.0	1.0	0.0	1.0	Male
tyron	1998.0	0.0	1998.0	1.0	0.0	1.0	Male
tyrone	296.0	0.0	296.0	1.0	0.0	1.0	Male
tyronn	127.0	0.0	127.0	1.0	0.0	1.0	Male
tyronne	26.0	0.0	26.0	1.0	0.0	1.0	Male
tysha	0.0	23.0	23.0	0.0	1.0	1.0	Female
tyson	695.0	0.0	695.0	1.0	0.0	1.0	Male
tyssem	0.0	79.0	79.0	0.0	1.0	1.0	Female
tyssia	0.0	211.0	211.0	0.0	1.0	1.0	Female
tytouan	201.0	0.0	201.0	1.0	0.0	1.0	Male
tywan	23.0	0.0	23.0	1.0	0.0	1.0	Male
tywen	98.0	0.0	98.0	1.0	0.0	1.0	Male
tywenn	42.0	0.0	42.0	1.0	0.0	1.0	Male
tyziana	0.0	21.0	21.0	0.0	1.0	1.0	Female
tyziano	89.0	0.0	89.0	1.0	0.0	1.0	Male
tyzio	28.0	0.0	28.0	1.0	0.0	1.0	Male
tânia	0.0	27.0	27.0	0.0	1.0	1.0	Female
téa	0.0	1405.0	1405.0	0.0	1.0	1.0	Female
téah	0.0	23.0	23.0	0.0	1.0	1.0	Female
téana	0.0	136.0	136.0	0.0	1.0	1.0	Female
téano	20.0	0.0	20.0	1.0	0.0	1.0	Male
téha	0.0	133.0	133.0	0.0	1.0	1.0	Female
téhana	0.0	20.0	20.0	0.0	1.0	1.0	Female
téhani	0.0	57.0	57.0	0.0	1.0	1.0	Female
téhila	0.0	56.0	56.0	0.0	1.0	1.0	Female
tého	23.0	0.0	23.0	1.0	0.0	1.0	Male
télia	0.0	164.0	164.0	0.0	1.0	1.0	Female
télio	1147.0	0.0	1147.0	1.0	0.0	1.0	Male
télya	0.0	71.0	71.0	0.0	1.0	1.0	Female
télyo	188.0	0.0	188.0	1.0	0.0	1.0	Male
témoé	38.0	0.0	38.0	1.0	0.0	1.0	Male
téméo	22.0	0.0	22.0	1.0	0.0	1.0	Male
ténin	0.0	24.0	24.0	0.0	1.0	1.0	Female
téné	0.0	46.0	46.0	0.0	1.0	1.0	Female
téo	9539.0	0.0	9539.0	1.0	0.0	1.0	Male
téodor	36.0	0.0	36.0	1.0	0.0	1.0	Male
téotim	22.0	0.0	22.0	1.0	0.0	1.0	Male
térence	507.0	0.0	507.0	1.0	0.0	1.0	Male
térésa	0.0	95.0	95.0	0.0	1.0	1.0	Female
téssa	0.0	109.0	109.0	0.0	1.0	1.0	Female
téva	72.0	0.0	72.0	1.0	0.0	1.0	Male
tévy	0.0	32.0	32.0	0.0	1.0	1.0	Female
tïa	0.0	230.0	230.0	0.0	1.0	1.0	Female
tïago	51.0	0.0	51.0	1.0	0.0	1.0	Male
tïam	27.0	0.0	27.0	1.0	0.0	1.0	Male
tïana	0.0	55.0	55.0	0.0	1.0	1.0	Female
tïméo	25.0	0.0	25.0	1.0	0.0	1.0	Male
tülay	0.0	36.0	36.0	0.0	1.0	1.0	Female
ubald	68.0	0.0	68.0	1.0	0.0	1.0	Male
ubaldo	70.0	0.0	70.0	1.0	0.0	1.0	Male
ubay	26.0	0.0	26.0	1.0	0.0	1.0	Male
ubayda	20.0	0.0	20.0	1.0	0.0	1.0	Male
ubert	27.0	0.0	27.0	1.0	0.0	1.0	Male
udane	0.0	22.0	22.0	0.0	1.0	1.0	Female
udo	86.0	0.0	86.0	1.0	0.0	1.0	Male
ufuk	274.0	0.0	274.0	1.0	0.0	1.0	Male
ugo	11122.0	0.0	11122.0	1.0	0.0	1.0	Male
ugolin	120.0	0.0	120.0	1.0	0.0	1.0	Male
ugoline	0.0	26.0	26.0	0.0	1.0	1.0	Female
uguette	0.0	69.0	69.0	0.0	1.0	1.0	Female
ugur	618.0	0.0	618.0	1.0	0.0	1.0	Male
uhaina	0.0	213.0	213.0	0.0	1.0	1.0	Female
uhaïna	0.0	37.0	37.0	0.0	1.0	1.0	Female
ulas	98.0	0.0	98.0	1.0	0.0	1.0	Male
ulderic	21.0	0.0	21.0	1.0	0.0	1.0	Male
uldrich	23.0	0.0	23.0	1.0	0.0	1.0	Male
uldrick	66.0	0.0	66.0	1.0	0.0	1.0	Male
uliana	0.0	35.0	35.0	0.0	1.0	1.0	Female
ulisse	101.0	0.0	101.0	1.0	0.0	1.0	Male
ulku	0.0	98.0	98.0	0.0	1.0	1.0	Female
ulla	0.0	34.0	34.0	0.0	1.0	1.0	Female
ulric	694.0	0.0	694.0	1.0	0.0	1.0	Male
ulrich	2880.0	0.0	2880.0	1.0	0.0	1.0	Male
ulrick	890.0	0.0	890.0	1.0	0.0	1.0	Male
ulrik	147.0	0.0	147.0	1.0	0.0	1.0	Male
ulrika	0.0	37.0	37.0	0.0	1.0	1.0	Female
ulrike	0.0	38.0	38.0	0.0	1.0	1.0	Female
ulyana	0.0	28.0	28.0	0.0	1.0	1.0	Female
ulys	58.0	0.0	58.0	1.0	0.0	1.0	Male
ulyss	23.0	0.0	23.0	1.0	0.0	1.0	Male
ulysse	11799.0	26.0	11825.0	0.9978012684989429	0.0021987315010570823	0.9978012684989429	Male
ulysses	44.0	0.0	44.0	1.0	0.0	1.0	Male
ulyssia	0.0	69.0	69.0	0.0	1.0	1.0	Female
uma	0.0	325.0	325.0	0.0	1.0	1.0	Female
umair	36.0	0.0	36.0	1.0	0.0	1.0	Male
umar	171.0	0.0	171.0	1.0	0.0	1.0	Male
umay	0.0	23.0	23.0	0.0	1.0	1.0	Female
umayma	0.0	32.0	32.0	0.0	1.0	1.0	Female
umbert	20.0	0.0	20.0	1.0	0.0	1.0	Male
umberto	665.0	0.0	665.0	1.0	0.0	1.0	Male
umeyr	43.0	0.0	43.0	1.0	0.0	1.0	Male
umi	0.0	24.0	24.0	0.0	1.0	1.0	Female
umit	578.0	0.0	578.0	1.0	0.0	1.0	Male
ummahan	0.0	55.0	55.0	0.0	1.0	1.0	Female
ummu	0.0	93.0	93.0	0.0	1.0	1.0	Female
ummu-gulsum	0.0	23.0	23.0	0.0	1.0	1.0	Female
ummugulsum	0.0	46.0	46.0	0.0	1.0	1.0	Female
ummuhan	0.0	64.0	64.0	0.0	1.0	1.0	Female
umran	0.0	101.0	101.0	0.0	1.0	1.0	Female
umut	1049.0	0.0	1049.0	1.0	0.0	1.0	Male
umutcan	29.0	0.0	29.0	1.0	0.0	1.0	Male
una	0.0	72.0	72.0	0.0	1.0	1.0	Female
unai	465.0	0.0	465.0	1.0	0.0	1.0	Male
unal	117.0	0.0	117.0	1.0	0.0	1.0	Male
unaï	76.0	0.0	76.0	1.0	0.0	1.0	Male
unzile	0.0	25.0	25.0	0.0	1.0	1.0	Female
uranie	0.0	394.0	394.0	0.0	1.0	1.0	Female
urbain	4291.0	205.0	4496.0	0.9544039145907474	0.04559608540925267	0.9544039145907474	Male
urbaine	0.0	199.0	199.0	0.0	1.0	1.0	Female
urbanie	0.0	86.0	86.0	0.0	1.0	1.0	Female
urbano	20.0	0.0	20.0	1.0	0.0	1.0	Male
uriel	686.0	71.0	757.0	0.9062087186261559	0.09379128137384413	0.9062087186261559	Male
uriell	0.0	116.0	116.0	0.0	1.0	1.0	Female
urielle	0.0	390.0	390.0	0.0	1.0	1.0	Female
uros	42.0	0.0	42.0	1.0	0.0	1.0	Male
ursin	63.0	0.0	63.0	1.0	0.0	1.0	Male
ursmar	35.0	0.0	35.0	1.0	0.0	1.0	Male
ursula	0.0	1076.0	1076.0	0.0	1.0	1.0	Female
ursule	157.0	2202.0	2359.0	0.0665536244171259	0.9334463755828741	0.9334463755828741	Female
ursuline	0.0	46.0	46.0	0.0	1.0	1.0	Female
ursulla	0.0	28.0	28.0	0.0	1.0	1.0	Female
urvan	43.0	0.0	43.0	1.0	0.0	1.0	Male
usama	29.0	0.0	29.0	1.0	0.0	1.0	Male
usayd	44.0	0.0	44.0	1.0	0.0	1.0	Male
usman	201.0	0.0	201.0	1.0	0.0	1.0	Male
usmar	57.0	0.0	57.0	1.0	0.0	1.0	Male
ute	0.0	57.0	57.0	0.0	1.0	1.0	Female
uthman	39.0	0.0	39.0	1.0	0.0	1.0	Male
utku	37.0	0.0	37.0	1.0	0.0	1.0	Male
uveys	30.0	0.0	30.0	1.0	0.0	1.0	Male
uwais	32.0	0.0	32.0	1.0	0.0	1.0	Male
uways	78.0	0.0	78.0	1.0	0.0	1.0	Male
uwe	32.0	0.0	32.0	1.0	0.0	1.0	Male
uxue	0.0	38.0	38.0	0.0	1.0	1.0	Female
uzair	22.0	0.0	22.0	1.0	0.0	1.0	Male
uzeyir	31.0	0.0	31.0	1.0	0.0	1.0	Male
uziel	25.0	0.0	25.0	1.0	0.0	1.0	Male
va	21.0	0.0	21.0	1.0	0.0	1.0	Male
vaclav	38.0	0.0	38.0	1.0	0.0	1.0	Male
vadim	3187.0	0.0	3187.0	1.0	0.0	1.0	Male
vadym	28.0	0.0	28.0	1.0	0.0	1.0	Male
vaea	0.0	140.0	140.0	0.0	1.0	1.0	Female
vaena	0.0	33.0	33.0	0.0	1.0	1.0	Female
vahan	82.0	0.0	82.0	1.0	0.0	1.0	Male
vahe	148.0	0.0	148.0	1.0	0.0	1.0	Male
vahiana	0.0	29.0	29.0	0.0	1.0	1.0	Female
vahid	23.0	0.0	23.0	1.0	0.0	1.0	Male
vahide	0.0	22.0	22.0	0.0	1.0	1.0	Female
vahina	0.0	133.0	133.0	0.0	1.0	1.0	Female
vahine	0.0	23.0	23.0	0.0	1.0	1.0	Female
vahé	154.0	0.0	154.0	1.0	0.0	1.0	Male
vaiana	0.0	451.0	451.0	0.0	1.0	1.0	Female
vaihere	0.0	20.0	20.0	0.0	1.0	1.0	Female
vaik	30.0	0.0	30.0	1.0	0.0	1.0	Male
vaillant	23.0	0.0	23.0	1.0	0.0	1.0	Male
vaimiti	0.0	95.0	95.0	0.0	1.0	1.0	Female
vaina	0.0	52.0	52.0	0.0	1.0	1.0	Female
vainqueur	35.0	0.0	35.0	1.0	0.0	1.0	Male
vainui	0.0	36.0	36.0	0.0	1.0	1.0	Female
vaishnavi	0.0	46.0	46.0	0.0	1.0	1.0	Female
vaite	0.0	27.0	27.0	0.0	1.0	1.0	Female
vaitea	20.0	39.0	59.0	0.3389830508474576	0.6610169491525424	0.6610169491525424	Female
vaitiare	0.0	36.0	36.0	0.0	1.0	1.0	Female
vakaba	23.0	0.0	23.0	1.0	0.0	1.0	Male
val	23.0	0.0	23.0	1.0	0.0	1.0	Male
valantin	39.0	0.0	39.0	1.0	0.0	1.0	Male
valantina	0.0	21.0	21.0	0.0	1.0	1.0	Female
valantine	0.0	20.0	20.0	0.0	1.0	1.0	Female
valbert	60.0	0.0	60.0	1.0	0.0	1.0	Male
valda	0.0	25.0	25.0	0.0	1.0	1.0	Female
valdemar	101.0	0.0	101.0	1.0	0.0	1.0	Male
valdo	62.0	0.0	62.0	1.0	0.0	1.0	Male
valence	26.0	38.0	64.0	0.40625	0.59375	0.59375	Female
valencia	0.0	120.0	120.0	0.0	1.0	1.0	Female
valencio	23.0	0.0	23.0	1.0	0.0	1.0	Male
valene	0.0	319.0	319.0	0.0	1.0	1.0	Female
valens	72.0	0.0	72.0	1.0	0.0	1.0	Male
valentim	64.0	0.0	64.0	1.0	0.0	1.0	Male
valentin	115283.0	91.0	115374.0	0.9992112607693241	0.0007887392306758889	0.9992112607693241	Male
valentina	0.0	5399.0	5399.0	0.0	1.0	1.0	Female
valentine	0.0	50866.0	50866.0	0.0	1.0	1.0	Female
valentino	1926.0	0.0	1926.0	1.0	0.0	1.0	Male
valentyn	98.0	0.0	98.0	1.0	0.0	1.0	Male
valentyna	0.0	32.0	32.0	0.0	1.0	1.0	Female
valeran	21.0	0.0	21.0	1.0	0.0	1.0	Male
valere	3071.0	196.0	3267.0	0.9400061218243037	0.05999387817569636	0.9400061218243037	Male
valeri	89.0	0.0	89.0	1.0	0.0	1.0	Male
valeria	0.0	850.0	850.0	0.0	1.0	1.0	Female
valerian	2052.0	0.0	2052.0	1.0	0.0	1.0	Male
valeriane	0.0	934.0	934.0	0.0	1.0	1.0	Female
valerianne	0.0	120.0	120.0	0.0	1.0	1.0	Female
valeriano	80.0	0.0	80.0	1.0	0.0	1.0	Male
valerie	0.0	133.0	133.0	0.0	1.0	1.0	Female
valerien	345.0	0.0	345.0	1.0	0.0	1.0	Male
valerienne	0.0	51.0	51.0	0.0	1.0	1.0	Female
valerine	0.0	283.0	283.0	0.0	1.0	1.0	Female
valerio	494.0	0.0	494.0	1.0	0.0	1.0	Male
valery	4831.0	695.0	5526.0	0.8742309084328629	0.12576909156713717	0.8742309084328629	Male
valeryane	0.0	20.0	20.0	0.0	1.0	1.0	Female
valeska	0.0	65.0	65.0	0.0	1.0	1.0	Female
valia	0.0	87.0	87.0	0.0	1.0	1.0	Female
valiha	0.0	30.0	30.0	0.0	1.0	1.0	Female
valina	0.0	50.0	50.0	0.0	1.0	1.0	Female
valisoa	0.0	24.0	24.0	0.0	1.0	1.0	Female
valliamee	0.0	31.0	31.0	0.0	1.0	1.0	Female
vally	0.0	33.0	33.0	0.0	1.0	1.0	Female
valmon	68.0	0.0	68.0	1.0	0.0	1.0	Male
valmond	27.0	0.0	27.0	1.0	0.0	1.0	Male
valmont	159.0	0.0	159.0	1.0	0.0	1.0	Male
valmy	153.0	0.0	153.0	1.0	0.0	1.0	Male
valon	37.0	0.0	37.0	1.0	0.0	1.0	Male
valoris	0.0	29.0	29.0	0.0	1.0	1.0	Female
valter	300.0	0.0	300.0	1.0	0.0	1.0	Male
valy	32.0	23.0	55.0	0.5818181818181818	0.41818181818181815	0.5818181818181818	Male
valène	0.0	74.0	74.0	0.0	1.0	1.0	Female
valèntina	0.0	21.0	21.0	0.0	1.0	1.0	Female
valère	280.0	0.0	280.0	1.0	0.0	1.0	Male
valéria	0.0	136.0	136.0	0.0	1.0	1.0	Female
valérian	831.0	0.0	831.0	1.0	0.0	1.0	Male
valériane	0.0	233.0	233.0	0.0	1.0	1.0	Female
valérianne	0.0	41.0	41.0	0.0	1.0	1.0	Female
valérie	231.0	253044.0	253275.0	0.0009120521172638436	0.9990879478827361	0.9990879478827361	Female
valérie-anne	0.0	176.0	176.0	0.0	1.0	1.0	Female
valérien	25.0	0.0	25.0	1.0	0.0	1.0	Male
valério	77.0	0.0	77.0	1.0	0.0	1.0	Male
valéry	528.0	77.0	605.0	0.8727272727272727	0.12727272727272726	0.8727272727272727	Male
vamara	26.0	0.0	26.0	1.0	0.0	1.0	Male
