name	male_count	female_count	overall_count	male_ratio	female_ratio	max_ratio	predominant_gender
aadam	38.0	0.0	38.0	1.0	0.0	1.0	Male
aadel	56.0	0.0	56.0	1.0	0.0	1.0	Male
aadhira	0.0	35.0	35.0	0.0	1.0	1.0	Female
aadhiran	20.0	0.0	20.0	1.0	0.0	1.0	Male
aadil	193.0	0.0	193.0	1.0	0.0	1.0	Male
aahil	35.0	0.0	35.0	1.0	0.0	1.0	Male
aakash	30.0	0.0	30.0	1.0	0.0	1.0	Male
aaleyah	0.0	42.0	42.0	0.0	1.0	1.0	Female
aali	20.0	0.0	20.0	1.0	0.0	1.0	Male
aalia	0.0	53.0	53.0	0.0	1.0	1.0	Female
aaliya	0.0	280.0	280.0	0.0	1.0	1.0	Female
aaliyah	0.0	3574.0	3574.0	0.0	1.0	1.0	Female
aalya	0.0	159.0	159.0	0.0	1.0	1.0	Female
aalyah	0.0	295.0	295.0	0.0	1.0	1.0	Female
aamir	23.0	0.0	23.0	1.0	0.0	1.0	Male
aanor	0.0	43.0	43.0	0.0	1.0	1.0	Female
aaran	23.0	0.0	23.0	1.0	0.0	1.0	Male
aarav	27.0	0.0	27.0	1.0	0.0	1.0	Male
aaricia	0.0	46.0	46.0	0.0	1.0	1.0	Female
aarish	22.0	0.0	22.0	1.0	0.0	1.0	Male
aaron	35937.0	91.0	36028.0	0.9974741867436439	0.002525813256356167	0.9974741867436439	Male
aarone	187.0	0.0	187.0	1.0	0.0	1.0	Male
aaronn	135.0	0.0	135.0	1.0	0.0	1.0	Male
aaroun	65.0	0.0	65.0	1.0	0.0	1.0	Male
aarron	21.0	0.0	21.0	1.0	0.0	1.0	Male
aarush	82.0	0.0	82.0	1.0	0.0	1.0	Male
aarushan	24.0	0.0	24.0	1.0	0.0	1.0	Male
aarya	0.0	25.0	25.0	0.0	1.0	1.0	Female
aarôn	24.0	0.0	24.0	1.0	0.0	1.0	Male
aathavan	20.0	0.0	20.0	1.0	0.0	1.0	Male
aathira	0.0	33.0	33.0	0.0	1.0	1.0	Female
aathiran	37.0	0.0	37.0	1.0	0.0	1.0	Male
aava	0.0	23.0	23.0	0.0	1.0	1.0	Female
aaya	0.0	53.0	53.0	0.0	1.0	1.0	Female
aayan	116.0	0.0	116.0	1.0	0.0	1.0	Male
aayat	0.0	23.0	23.0	0.0	1.0	1.0	Female
aayron	20.0	0.0	20.0	1.0	0.0	1.0	Male
aaziz	30.0	0.0	30.0	1.0	0.0	1.0	Male
ab	76.0	0.0	76.0	1.0	0.0	1.0	Male
ab-del	44.0	0.0	44.0	1.0	0.0	1.0	Male
aba	24.0	0.0	24.0	1.0	0.0	1.0	Male
ababacar	82.0	0.0	82.0	1.0	0.0	1.0	Male
abakar	39.0	0.0	39.0	1.0	0.0	1.0	Male
aban	25.0	0.0	25.0	1.0	0.0	1.0	Male
abane	23.0	0.0	23.0	1.0	0.0	1.0	Male
abarna	0.0	21.0	21.0	0.0	1.0	1.0	Female
abas	51.0	0.0	51.0	1.0	0.0	1.0	Male
abass	142.0	0.0	142.0	1.0	0.0	1.0	Male
abasse	127.0	0.0	127.0	1.0	0.0	1.0	Male
abassia	0.0	27.0	27.0	0.0	1.0	1.0	Female
abba	25.0	0.0	25.0	1.0	0.0	1.0	Male
abbas	301.0	0.0	301.0	1.0	0.0	1.0	Male
abbass	22.0	0.0	22.0	1.0	0.0	1.0	Male
abbes	307.0	0.0	307.0	1.0	0.0	1.0	Male
abbie	0.0	347.0	347.0	0.0	1.0	1.0	Female
abbigaelle	0.0	35.0	35.0	0.0	1.0	1.0	Female
abbigaëlle	0.0	24.0	24.0	0.0	1.0	1.0	Female
abby	0.0	2805.0	2805.0	0.0	1.0	1.0	Female
abby-gaelle	0.0	120.0	120.0	0.0	1.0	1.0	Female
abby-gaëlle	0.0	146.0	146.0	0.0	1.0	1.0	Female
abbygael	0.0	133.0	133.0	0.0	1.0	1.0	Female
abbygaelle	0.0	406.0	406.0	0.0	1.0	1.0	Female
abbygail	0.0	121.0	121.0	0.0	1.0	1.0	Female
abbygaël	0.0	162.0	162.0	0.0	1.0	1.0	Female
abbygaëlle	0.0	428.0	428.0	0.0	1.0	1.0	Female
abbygaïl	0.0	42.0	42.0	0.0	1.0	1.0	Female
abd	1664.0	0.0	1664.0	1.0	0.0	1.0	Male
abd'allah	53.0	0.0	53.0	1.0	0.0	1.0	Male
abd-allah	184.0	0.0	184.0	1.0	0.0	1.0	Male
abd-ar-rahman	21.0	0.0	21.0	1.0	0.0	1.0	Male
abd-el	478.0	0.0	478.0	1.0	0.0	1.0	Male
abd-el-kader	52.0	0.0	52.0	1.0	0.0	1.0	Male
abd-el-krim	24.0	0.0	24.0	1.0	0.0	1.0	Male
abd-el-rahman	21.0	0.0	21.0	1.0	0.0	1.0	Male
abd-rahim	20.0	0.0	20.0	1.0	0.0	1.0	Male
abd-rahman	42.0	0.0	42.0	1.0	0.0	1.0	Male
abd-samad	25.0	0.0	25.0	1.0	0.0	1.0	Male
abda	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdala	75.0	0.0	75.0	1.0	0.0	1.0	Male
abdalah	223.0	0.0	223.0	1.0	0.0	1.0	Male
abdalaye	44.0	0.0	44.0	1.0	0.0	1.0	Male
abdalha	28.0	0.0	28.0	1.0	0.0	1.0	Male
abdalla	91.0	0.0	91.0	1.0	0.0	1.0	Male
abdallah	6387.0	0.0	6387.0	1.0	0.0	1.0	Male
abdalrahman	25.0	0.0	25.0	1.0	0.0	1.0	Male
abdarahim	21.0	0.0	21.0	1.0	0.0	1.0	Male
abdarahman	38.0	0.0	38.0	1.0	0.0	1.0	Male
abdarahmane	39.0	0.0	39.0	1.0	0.0	1.0	Male
abdarrahman	49.0	0.0	49.0	1.0	0.0	1.0	Male
abdassamad	28.0	0.0	28.0	1.0	0.0	1.0	Male
abde	188.0	0.0	188.0	1.0	0.0	1.0	Male
abdel	4791.0	0.0	4791.0	1.0	0.0	1.0	Male
abdel-akim	84.0	0.0	84.0	1.0	0.0	1.0	Male
abdel-ali	107.0	0.0	107.0	1.0	0.0	1.0	Male
abdel-aziz	243.0	0.0	243.0	1.0	0.0	1.0	Male
abdel-djalil	50.0	0.0	50.0	1.0	0.0	1.0	Male
abdel-ghani	53.0	0.0	53.0	1.0	0.0	1.0	Male
abdel-hadi	38.0	0.0	38.0	1.0	0.0	1.0	Male
abdel-hafid	107.0	0.0	107.0	1.0	0.0	1.0	Male
abdel-hak	30.0	0.0	30.0	1.0	0.0	1.0	Male
abdel-hakim	451.0	0.0	451.0	1.0	0.0	1.0	Male
abdel-halim	180.0	0.0	180.0	1.0	0.0	1.0	Male
abdel-hamid	217.0	0.0	217.0	1.0	0.0	1.0	Male
abdel-ilah	87.0	0.0	87.0	1.0	0.0	1.0	Male
abdel-illah	77.0	0.0	77.0	1.0	0.0	1.0	Male
abdel-jalil	112.0	0.0	112.0	1.0	0.0	1.0	Male
abdel-kader	468.0	0.0	468.0	1.0	0.0	1.0	Male
abdel-karim	470.0	0.0	470.0	1.0	0.0	1.0	Male
abdel-krim	129.0	0.0	129.0	1.0	0.0	1.0	Male
abdel-latif	45.0	0.0	45.0	1.0	0.0	1.0	Male
abdel-madjid	96.0	0.0	96.0	1.0	0.0	1.0	Male
abdel-magid	21.0	0.0	21.0	1.0	0.0	1.0	Male
abdel-majid	122.0	0.0	122.0	1.0	0.0	1.0	Male
abdel-malek	208.0	0.0	208.0	1.0	0.0	1.0	Male
abdel-malik	466.0	0.0	466.0	1.0	0.0	1.0	Male
abdel-moumen	26.0	0.0	26.0	1.0	0.0	1.0	Male
abdel-nacer	36.0	0.0	36.0	1.0	0.0	1.0	Male
abdel-nasser	84.0	0.0	84.0	1.0	0.0	1.0	Male
abdel-nour	79.0	0.0	79.0	1.0	0.0	1.0	Male
abdel-rahim	102.0	0.0	102.0	1.0	0.0	1.0	Male
abdel-rahman	173.0	0.0	173.0	1.0	0.0	1.0	Male
abdel-rahmane	89.0	0.0	89.0	1.0	0.0	1.0	Male
abdel-rahmen	38.0	0.0	38.0	1.0	0.0	1.0	Male
abdel-rani	50.0	0.0	50.0	1.0	0.0	1.0	Male
abdel-raouf	50.0	0.0	50.0	1.0	0.0	1.0	Male
abdel-salem	34.0	0.0	34.0	1.0	0.0	1.0	Male
abdel-samad	84.0	0.0	84.0	1.0	0.0	1.0	Male
abdel-wahab	56.0	0.0	56.0	1.0	0.0	1.0	Male
abdel-waheb	30.0	0.0	30.0	1.0	0.0	1.0	Male
abdel-wahid	41.0	0.0	41.0	1.0	0.0	1.0	Male
abdel-wakil	22.0	0.0	22.0	1.0	0.0	1.0	Male
abdela	75.0	0.0	75.0	1.0	0.0	1.0	Male
abdelaali	37.0	0.0	37.0	1.0	0.0	1.0	Male
abdeladim	26.0	0.0	26.0	1.0	0.0	1.0	Male
abdelafid	33.0	0.0	33.0	1.0	0.0	1.0	Male
abdelah	229.0	0.0	229.0	1.0	0.0	1.0	Male
abdelakim	121.0	0.0	121.0	1.0	0.0	1.0	Male
abdelali	488.0	0.0	488.0	1.0	0.0	1.0	Male
abdelalim	26.0	0.0	26.0	1.0	0.0	1.0	Male
abdelamid	26.0	0.0	26.0	1.0	0.0	1.0	Male
abdelatif	471.0	0.0	471.0	1.0	0.0	1.0	Male
abdelaziz	2297.0	0.0	2297.0	1.0	0.0	1.0	Male
abdelazize	121.0	0.0	121.0	1.0	0.0	1.0	Male
abdelazziz	45.0	0.0	45.0	1.0	0.0	1.0	Male
abdelbaki	76.0	0.0	76.0	1.0	0.0	1.0	Male
abdelbari	21.0	0.0	21.0	1.0	0.0	1.0	Male
abdelbaset	22.0	0.0	22.0	1.0	0.0	1.0	Male
abdelbasset	103.0	0.0	103.0	1.0	0.0	1.0	Male
abdeldjalil	150.0	0.0	150.0	1.0	0.0	1.0	Male
abdeldjallil	27.0	0.0	27.0	1.0	0.0	1.0	Male
abdelfatah	119.0	0.0	119.0	1.0	0.0	1.0	Male
abdelfattah	68.0	0.0	68.0	1.0	0.0	1.0	Male
abdelfetah	38.0	0.0	38.0	1.0	0.0	1.0	Male
abdelfettah	25.0	0.0	25.0	1.0	0.0	1.0	Male
abdelghafour	42.0	0.0	42.0	1.0	0.0	1.0	Male
abdelghani	546.0	0.0	546.0	1.0	0.0	1.0	Male
abdelha	38.0	0.0	38.0	1.0	0.0	1.0	Male
abdelhadi	383.0	0.0	383.0	1.0	0.0	1.0	Male
abdelhafed	25.0	0.0	25.0	1.0	0.0	1.0	Male
abdelhafid	781.0	0.0	781.0	1.0	0.0	1.0	Male
abdelhafide	31.0	0.0	31.0	1.0	0.0	1.0	Male
abdelhak	929.0	0.0	929.0	1.0	0.0	1.0	Male
abdelhake	39.0	0.0	39.0	1.0	0.0	1.0	Male
abdelhakim	1544.0	0.0	1544.0	1.0	0.0	1.0	Male
abdelhakime	42.0	0.0	42.0	1.0	0.0	1.0	Male
abdelhali	44.0	0.0	44.0	1.0	0.0	1.0	Male
abdelhalim	630.0	0.0	630.0	1.0	0.0	1.0	Male
abdelhalime	40.0	0.0	40.0	1.0	0.0	1.0	Male
abdelhamed	54.0	0.0	54.0	1.0	0.0	1.0	Male
abdelhamid	1130.0	0.0	1130.0	1.0	0.0	1.0	Male
abdelhamide	21.0	0.0	21.0	1.0	0.0	1.0	Male
abdelhaq	26.0	0.0	26.0	1.0	0.0	1.0	Male
abdelhatif	40.0	0.0	40.0	1.0	0.0	1.0	Male
abdelhay	33.0	0.0	33.0	1.0	0.0	1.0	Male
abdelhaziz	92.0	0.0	92.0	1.0	0.0	1.0	Male
abdelhedi	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdelhouab	39.0	0.0	39.0	1.0	0.0	1.0	Male
abdelilah	380.0	0.0	380.0	1.0	0.0	1.0	Male
abdelillah	161.0	0.0	161.0	1.0	0.0	1.0	Male
abdeljabar	30.0	0.0	30.0	1.0	0.0	1.0	Male
abdeljalil	514.0	0.0	514.0	1.0	0.0	1.0	Male
abdeljalile	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdeljallil	26.0	0.0	26.0	1.0	0.0	1.0	Male
abdeljawad	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdelkabir	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdelkader	10206.0	0.0	10206.0	1.0	0.0	1.0	Male
abdelkamel	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdelkarim	1542.0	0.0	1542.0	1.0	0.0	1.0	Male
abdelkarime	34.0	0.0	34.0	1.0	0.0	1.0	Male
abdelkebir	25.0	0.0	25.0	1.0	0.0	1.0	Male
abdelkerim	31.0	0.0	31.0	1.0	0.0	1.0	Male
abdelkhader	47.0	0.0	47.0	1.0	0.0	1.0	Male
abdelkhalek	65.0	0.0	65.0	1.0	0.0	1.0	Male
abdelkrim	2427.0	0.0	2427.0	1.0	0.0	1.0	Male
abdelkrime	81.0	0.0	81.0	1.0	0.0	1.0	Male
abdella	97.0	0.0	97.0	1.0	0.0	1.0	Male
abdellah	2876.0	0.0	2876.0	1.0	0.0	1.0	Male
abdellali	53.0	0.0	53.0	1.0	0.0	1.0	Male
abdellatif	621.0	0.0	621.0	1.0	0.0	1.0	Male
abdellaziz	147.0	0.0	147.0	1.0	0.0	1.0	Male
abdelmadjid	370.0	0.0	370.0	1.0	0.0	1.0	Male
abdelmagid	90.0	0.0	90.0	1.0	0.0	1.0	Male
abdelmagide	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdelmajid	842.0	0.0	842.0	1.0	0.0	1.0	Male
abdelmajide	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdelmalek	876.0	0.0	876.0	1.0	0.0	1.0	Male
abdelmalik	948.0	0.0	948.0	1.0	0.0	1.0	Male
abdelmatine	27.0	0.0	27.0	1.0	0.0	1.0	Male
abdelmoujib	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdelmoula	41.0	0.0	41.0	1.0	0.0	1.0	Male
abdelmoumen	103.0	0.0	103.0	1.0	0.0	1.0	Male
abdelmoumene	40.0	0.0	40.0	1.0	0.0	1.0	Male
abdelmounaim	48.0	0.0	48.0	1.0	0.0	1.0	Male
abdelnacer	90.0	0.0	90.0	1.0	0.0	1.0	Male
abdelnasser	158.0	0.0	158.0	1.0	0.0	1.0	Male
abdelnor	77.0	0.0	77.0	1.0	0.0	1.0	Male
abdelnour	262.0	0.0	262.0	1.0	0.0	1.0	Male
abdeloihab	31.0	0.0	31.0	1.0	0.0	1.0	Male
abdelouab	44.0	0.0	44.0	1.0	0.0	1.0	Male
abdelouahab	224.0	0.0	224.0	1.0	0.0	1.0	Male
abdelouahad	27.0	0.0	27.0	1.0	0.0	1.0	Male
abdelouaheb	49.0	0.0	49.0	1.0	0.0	1.0	Male
abdelouahed	99.0	0.0	99.0	1.0	0.0	1.0	Male
abdelouahid	53.0	0.0	53.0	1.0	0.0	1.0	Male
abdelouhab	99.0	0.0	99.0	1.0	0.0	1.0	Male
abdelrahim	346.0	0.0	346.0	1.0	0.0	1.0	Male
abdelrahman	513.0	0.0	513.0	1.0	0.0	1.0	Male
abdelrahmane	412.0	0.0	412.0	1.0	0.0	1.0	Male
abdelrahmen	89.0	0.0	89.0	1.0	0.0	1.0	Male
abdelrahmene	25.0	0.0	25.0	1.0	0.0	1.0	Male
abdelrahni	22.0	0.0	22.0	1.0	0.0	1.0	Male
abdelraman	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdelramane	38.0	0.0	38.0	1.0	0.0	1.0	Male
abdelrani	305.0	0.0	305.0	1.0	0.0	1.0	Male
abdelraouf	97.0	0.0	97.0	1.0	0.0	1.0	Male
abdelrazak	97.0	0.0	97.0	1.0	0.0	1.0	Male
abdelrazek	42.0	0.0	42.0	1.0	0.0	1.0	Male
abdelrezak	62.0	0.0	62.0	1.0	0.0	1.0	Male
abdelrhaman	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdelrhamane	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdelrhani	43.0	0.0	43.0	1.0	0.0	1.0	Male
abdelsalam	39.0	0.0	39.0	1.0	0.0	1.0	Male
abdelsalem	69.0	0.0	69.0	1.0	0.0	1.0	Male
abdelsamad	142.0	0.0	142.0	1.0	0.0	1.0	Male
abdelslam	22.0	0.0	22.0	1.0	0.0	1.0	Male
abdelssamad	31.0	0.0	31.0	1.0	0.0	1.0	Male
abdeltif	118.0	0.0	118.0	1.0	0.0	1.0	Male
abdelwadoud	55.0	0.0	55.0	1.0	0.0	1.0	Male
abdelwahab	311.0	0.0	311.0	1.0	0.0	1.0	Male
abdelwahad	32.0	0.0	32.0	1.0	0.0	1.0	Male
abdelwaheb	84.0	0.0	84.0	1.0	0.0	1.0	Male
abdelwahed	59.0	0.0	59.0	1.0	0.0	1.0	Male
abdelwahid	116.0	0.0	116.0	1.0	0.0	1.0	Male
abdelwakil	65.0	0.0	65.0	1.0	0.0	1.0	Male
abdenabi	35.0	0.0	35.0	1.0	0.0	1.0	Male
abdenacer	33.0	0.0	33.0	1.0	0.0	1.0	Male
abdenasser	79.0	0.0	79.0	1.0	0.0	1.0	Male
abdenbi	131.0	0.0	131.0	1.0	0.0	1.0	Male
abdennasser	25.0	0.0	25.0	1.0	0.0	1.0	Male
abdennour	225.0	0.0	225.0	1.0	0.0	1.0	Male
abdenor	113.0	0.0	113.0	1.0	0.0	1.0	Male
abdenour	457.0	0.0	457.0	1.0	0.0	1.0	Male
abder	21.0	0.0	21.0	1.0	0.0	1.0	Male
abderahim	343.0	0.0	343.0	1.0	0.0	1.0	Male
abderahime	41.0	0.0	41.0	1.0	0.0	1.0	Male
abderahman	547.0	0.0	547.0	1.0	0.0	1.0	Male
abderahmane	746.0	0.0	746.0	1.0	0.0	1.0	Male
abderahmen	92.0	0.0	92.0	1.0	0.0	1.0	Male
abderahmene	36.0	0.0	36.0	1.0	0.0	1.0	Male
abderaman	45.0	0.0	45.0	1.0	0.0	1.0	Male
abderamane	62.0	0.0	62.0	1.0	0.0	1.0	Male
abderaouf	45.0	0.0	45.0	1.0	0.0	1.0	Male
abderazak	133.0	0.0	133.0	1.0	0.0	1.0	Male
abderazzak	20.0	0.0	20.0	1.0	0.0	1.0	Male
abderemane	57.0	0.0	57.0	1.0	0.0	1.0	Male
abderezak	60.0	0.0	60.0	1.0	0.0	1.0	Male
abderhaman	39.0	0.0	39.0	1.0	0.0	1.0	Male
abderhamane	122.0	0.0	122.0	1.0	0.0	1.0	Male
abderrahim	778.0	0.0	778.0	1.0	0.0	1.0	Male
abderrahime	48.0	0.0	48.0	1.0	0.0	1.0	Male
abderrahman	868.0	0.0	868.0	1.0	0.0	1.0	Male
abderrahmane	1950.0	0.0	1950.0	1.0	0.0	1.0	Male
abderrahmen	125.0	0.0	125.0	1.0	0.0	1.0	Male
abderrahmene	33.0	0.0	33.0	1.0	0.0	1.0	Male
abderramane	32.0	0.0	32.0	1.0	0.0	1.0	Male
abderraouf	69.0	0.0	69.0	1.0	0.0	1.0	Male
abderrazak	246.0	0.0	246.0	1.0	0.0	1.0	Male
abderrezak	66.0	0.0	66.0	1.0	0.0	1.0	Male
abderrhamane	63.0	0.0	63.0	1.0	0.0	1.0	Male
abderzak	33.0	0.0	33.0	1.0	0.0	1.0	Male
abdesalam	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdesalem	29.0	0.0	29.0	1.0	0.0	1.0	Male
abdesamad	84.0	0.0	84.0	1.0	0.0	1.0	Male
abdeslam	351.0	0.0	351.0	1.0	0.0	1.0	Male
abdeslame	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdeslem	142.0	0.0	142.0	1.0	0.0	1.0	Male
abdessalam	114.0	0.0	114.0	1.0	0.0	1.0	Male
abdessalem	126.0	0.0	126.0	1.0	0.0	1.0	Male
abdessamad	799.0	0.0	799.0	1.0	0.0	1.0	Male
abdessamade	57.0	0.0	57.0	1.0	0.0	1.0	Male
abdessamed	55.0	0.0	55.0	1.0	0.0	1.0	Male
abdessatar	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdesselam	75.0	0.0	75.0	1.0	0.0	1.0	Male
abdesselem	79.0	0.0	79.0	1.0	0.0	1.0	Male
abdesslam	90.0	0.0	90.0	1.0	0.0	1.0	Male
abdesslem	41.0	0.0	41.0	1.0	0.0	1.0	Male
abdi	60.0	0.0	60.0	1.0	0.0	1.0	Male
abdias	60.0	0.0	60.0	1.0	0.0	1.0	Male
abdil	42.0	0.0	42.0	1.0	0.0	1.0	Male
abdillah	125.0	0.0	125.0	1.0	0.0	1.0	Male
abdillahi	37.0	0.0	37.0	1.0	0.0	1.0	Male
abdirahman	44.0	0.0	44.0	1.0	0.0	1.0	Male
abdlaziz	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdnour	37.0	0.0	37.0	1.0	0.0	1.0	Male
abdo	26.0	0.0	26.0	1.0	0.0	1.0	Male
abdollah	56.0	0.0	56.0	1.0	0.0	1.0	Male
abdon	769.0	101.0	870.0	0.8839080459770114	0.11609195402298851	0.8839080459770114	Male
abdonie	0.0	22.0	22.0	0.0	1.0	1.0	Female
abdonise	0.0	30.0	30.0	0.0	1.0	1.0	Female
abdool	27.0	0.0	27.0	1.0	0.0	1.0	Male
abdou	1235.0	0.0	1235.0	1.0	0.0	1.0	Male
abdou-aziz	43.0	0.0	43.0	1.0	0.0	1.0	Male
abdou-karim	53.0	0.0	53.0	1.0	0.0	1.0	Male
abdou-rahman	43.0	0.0	43.0	1.0	0.0	1.0	Male
abdou-rahmane	31.0	0.0	31.0	1.0	0.0	1.0	Male
abdou-salam	30.0	0.0	30.0	1.0	0.0	1.0	Male
abdouallah	38.0	0.0	38.0	1.0	0.0	1.0	Male
abdoukarim	35.0	0.0	35.0	1.0	0.0	1.0	Male
abdoul	1818.0	0.0	1818.0	1.0	0.0	1.0	Male
abdoul-anziz	51.0	0.0	51.0	1.0	0.0	1.0	Male
abdoul-aziz	235.0	0.0	235.0	1.0	0.0	1.0	Male
abdoul-hakim	31.0	0.0	31.0	1.0	0.0	1.0	Male
abdoul-halim	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdoul-hamid	26.0	0.0	26.0	1.0	0.0	1.0	Male
abdoul-kader	63.0	0.0	63.0	1.0	0.0	1.0	Male
abdoul-karim	255.0	0.0	255.0	1.0	0.0	1.0	Male
abdoul-madjid	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdoul-malik	82.0	0.0	82.0	1.0	0.0	1.0	Male
abdoul-rahim	33.0	0.0	33.0	1.0	0.0	1.0	Male
abdoul-rahman	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdoul-salam	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdoul-wahab	32.0	0.0	32.0	1.0	0.0	1.0	Male
abdoula	59.0	0.0	59.0	1.0	0.0	1.0	Male
abdoulah	172.0	0.0	172.0	1.0	0.0	1.0	Male
abdoulahi	40.0	0.0	40.0	1.0	0.0	1.0	Male
abdoulai	28.0	0.0	28.0	1.0	0.0	1.0	Male
abdoulatif	28.0	0.0	28.0	1.0	0.0	1.0	Male
abdoulatuf	22.0	0.0	22.0	1.0	0.0	1.0	Male
abdoulay	137.0	0.0	137.0	1.0	0.0	1.0	Male
abdoulaye	4267.0	0.0	4267.0	1.0	0.0	1.0	Male
abdoulaziz	68.0	0.0	68.0	1.0	0.0	1.0	Male
abdoulhakim	41.0	0.0	41.0	1.0	0.0	1.0	Male
abdoulhalim	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdoulhamid	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdoulkader	49.0	0.0	49.0	1.0	0.0	1.0	Male
abdoulkarim	126.0	0.0	126.0	1.0	0.0	1.0	Male
abdoulla	31.0	0.0	31.0	1.0	0.0	1.0	Male
abdoullah	924.0	0.0	924.0	1.0	0.0	1.0	Male
abdoullahi	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdoullaye	38.0	0.0	38.0	1.0	0.0	1.0	Male
abdoulmalik	24.0	0.0	24.0	1.0	0.0	1.0	Male
abdoulwahab	26.0	0.0	26.0	1.0	0.0	1.0	Male
abdourahamane	117.0	0.0	117.0	1.0	0.0	1.0	Male
abdourahim	73.0	0.0	73.0	1.0	0.0	1.0	Male
abdourahman	137.0	0.0	137.0	1.0	0.0	1.0	Male
abdourahmane	415.0	0.0	415.0	1.0	0.0	1.0	Male
abdouramane	47.0	0.0	47.0	1.0	0.0	1.0	Male
abdouraouf	25.0	0.0	25.0	1.0	0.0	1.0	Male
abdourazak	27.0	0.0	27.0	1.0	0.0	1.0	Male
abdouroihamane	41.0	0.0	41.0	1.0	0.0	1.0	Male
abdourrahman	53.0	0.0	53.0	1.0	0.0	1.0	Male
abdourrahmane	61.0	0.0	61.0	1.0	0.0	1.0	Male
abdousalam	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdoussamad	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdrahamane	88.0	0.0	88.0	1.0	0.0	1.0	Male
abdrahim	70.0	0.0	70.0	1.0	0.0	1.0	Male
abdrahman	89.0	0.0	89.0	1.0	0.0	1.0	Male
abdrahmane	91.0	0.0	91.0	1.0	0.0	1.0	Male
abdramane	205.0	0.0	205.0	1.0	0.0	1.0	Male
abdsamad	85.0	0.0	85.0	1.0	0.0	1.0	Male
abdu	22.0	0.0	22.0	1.0	0.0	1.0	Male
abdul	506.0	0.0	506.0	1.0	0.0	1.0	Male
abdul-aziz	32.0	0.0	32.0	1.0	0.0	1.0	Male
abdul-kadir	33.0	0.0	33.0	1.0	0.0	1.0	Male
abdul-karim	27.0	0.0	27.0	1.0	0.0	1.0	Male
abdul-kerim	22.0	0.0	22.0	1.0	0.0	1.0	Male
abdul-malik	45.0	0.0	45.0	1.0	0.0	1.0	Male
abdul-rahman	51.0	0.0	51.0	1.0	0.0	1.0	Male
abdul-samet	33.0	0.0	33.0	1.0	0.0	1.0	Male
abdulah	56.0	0.0	56.0	1.0	0.0	1.0	Male
abdulaziz	47.0	0.0	47.0	1.0	0.0	1.0	Male
abdulbaki	51.0	0.0	51.0	1.0	0.0	1.0	Male
abdulhamid	74.0	0.0	74.0	1.0	0.0	1.0	Male
abdulkadir	151.0	0.0	151.0	1.0	0.0	1.0	Male
abdulkarim	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdulkerim	54.0	0.0	54.0	1.0	0.0	1.0	Male
abdulla	58.0	0.0	58.0	1.0	0.0	1.0	Male
abdullah	1740.0	0.0	1740.0	1.0	0.0	1.0	Male
abdullahi	21.0	0.0	21.0	1.0	0.0	1.0	Male
abdullatif	20.0	0.0	20.0	1.0	0.0	1.0	Male
abdulmalik	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdulrahman	86.0	0.0	86.0	1.0	0.0	1.0	Male
abdulsamed	23.0	0.0	23.0	1.0	0.0	1.0	Male
abdulsamet	30.0	0.0	30.0	1.0	0.0	1.0	Male
abdurahman	98.0	0.0	98.0	1.0	0.0	1.0	Male
abdurrahim	42.0	0.0	42.0	1.0	0.0	1.0	Male
abdurrahman	257.0	0.0	257.0	1.0	0.0	1.0	Male
abdussamed	44.0	0.0	44.0	1.0	0.0	1.0	Male
abed	613.0	0.0	613.0	1.0	0.0	1.0	Male
abeer	0.0	28.0	28.0	0.0	1.0	1.0	Female
abel	28151.0	204.0	28355.0	0.9928055016751896	0.007194498324810439	0.9928055016751896	Male
abelard	35.0	0.0	35.0	1.0	0.0	1.0	Male
abelardo	23.0	0.0	23.0	1.0	0.0	1.0	Male
abele	0.0	23.0	23.0	0.0	1.0	1.0	Female
abelia	0.0	100.0	100.0	0.0	1.0	1.0	Female
abelina	0.0	70.0	70.0	0.0	1.0	1.0	Female
abeline	0.0	173.0	173.0	0.0	1.0	1.0	Female
